Year,State,Region,Number of People by Medicare-Medicaid Enrollment Type,Number of People,Number of People with FFS,Number of Females with FFS,Number of Males with FFS,A%_<40,A%_40-64,A%_65-84,A%_85+,F%,M%,White%,AfrA%,His%,Asian%,Indig%,Unknown%,ha%,af%,hf%,dm%,hc%,hyp%,ihd%,strokeorTIA%,obesity%,pad%,Number of FFS people who used Medicare procedures,Number of FFS people who used Medicare imaging services,Number of FFS people who used Medicare laboratory/testing services,Number of FFS people who used Medicare durable medical equipment,Number of people who used Medicare Part D prescription drugs,Total Medicare payments,Total Medicare IP Hospital FFS payments,Total Medicare Other IP Hospital FFS payments,Total Medicare Part B drug FFS payments,Total Medicare procedure FFS payments,Total Medicare imaging FFS payments,Total Medicare durable medical equipment FFS payments,Total Medicare Part D prescription drug FFS costs (total RX cost),Number of FFS people who used Medicaid lab/xray services,Number of FFS people who used Medicaid durable medical equipment services,Number of FFS people who used Medicaid drugs,Number of FFS people who used Medicaid clinic services,Total Medicaid FFS payments,Total Medicaid lab/xray FFS payments,Total Medicaid durable medical equipment FFS payments,Total Medicaid drug FFS payments,Total Medicaid clinic payments
2012,ID,West,Full Benefit,25228,21179,12568,8611,0.166,0.359,0.344,0.131,0.595,0.405,0.858,0.0054,0.0132,0.0926,0.0188,0.0119,0.0051,0.0517,0.171,0.295,0.269,0.426,0.19,0.033,0.137,0.0783,11526,13603,15560,8271,23068,418650331,78416998,7580857,2659480,9712908,2747299,9657720,115639154,15942,11755,8575,7036,341184453,4544891,5817335,3010386,6906696
2012,ID,West,Partial Benefit,14314,14259,8053,6206,0.0852,0.417,0.453,0.045,0.565,0.435,0.881,0.0072,0.0075,0.0782,0.0179,0.0081,0.0039,0.0287,0.079,0.208,0.207,0.297,0.135,0.0137,0.092,0.0287,5011,6268,7031,3566,12259,164965728,27574838,2529703,765296,4796741,1254300,3523735,46952633,5019,2928,433,1823,12298134,1308823,761927,279915,464261
2012,ID,West,Medicare Only,223013,125950,64538,61412,0.008,0.0882,0.789,0.114,0.509,0.491,0.95,0.0018,0.0062,0.024,0.0064,0.0114,0.0066,0.0772,0.114,0.215,0.339,0.446,0.219,0.0235,0.0561,0.0442,77865,83552,92932,36629,111711,1537411229,295007347,4813035,20265353,66774615,15544118,30241800,122281664,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2012,ID,West,Medicaid Only (Disability),24785,161,78,83,0.613,0.384,NaN,NaN,0.488,0.512,0.979,NaN,NaN,0.001,0.0161,NaN,NaN,NaN,NaN,0.0683,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17228,11576,20229,9466,518366928,14708990,15860624,78153286,13206509
2012,IL,Midwest,Full Benefit,326952,323600,196678,126922,0.102,0.34,0.432,0.125,0.607,0.393,0.527,0.285,0.053,0.123,0.001,0.0116,0.0102,0.0629,0.235,0.37,0.403,0.598,0.316,0.0604,0.159,0.204,188859,216928,238960,121829,293351,6512893831,1644132929,88851765,86923292,195036802,73077754,122026799,1348650258,171707,146481,144320,53027,3651289551,12728382,89254514,35887166,15245133
2012,IL,Midwest,Partial Benefit,47323,47286,27893,19393,0.0478,0.358,0.516,0.0779,0.59,0.41,0.598,0.246,0.024,0.122,0.0009,0.0085,0.0083,0.0472,0.149,0.299,0.364,0.499,0.25,0.032,0.126,0.104,21005,26822,29359,14428,40971,647643496,154194709,7356221,8752273,21811234,7888493,12124509,149762689,8124,6482,3604,3316,37025014,528917,1934656,994072,707131
2012,IL,Midwest,Medicare Only,1670356,1242723,693561,549162,0.0073,0.0777,0.775,0.14,0.545,0.455,0.825,0.0979,0.0181,0.0448,0.0003,0.0139,0.0088,0.0922,0.145,0.258,0.493,0.591,0.297,0.038,0.0785,0.114,815903,912538,1036776,368084,763649,13907368766,3779427341,54859146,458080739,822904464,259184378,248955815,974900416,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2012,IL,Midwest,Medicaid Only (Disability),182060,86976,39413,47563,0.38,0.589,NaN,NaN,0.487,0.513,0.36,0.481,0.0172,0.0617,0.0006,0.0336,0.005,0.0121,0.0691,0.144,0.0813,0.201,0.0827,0.0284,0.0614,0.025,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,127281,59784,138290,55154,2811001916,69357017,57654303,378206087,37602761
2012,IN,Midwest,Full Benefit,120244,118946,73882,45064,0.122,0.371,0.347,0.16,0.62,0.38,0.808,0.147,0.0107,0.0262,0.0012,0.0077,0.0132,0.0707,0.257,0.36,0.359,0.581,0.32,0.0678,0.164,0.267,74620,81243,86543,44115,110936,2697056262,615847267,39565385,39626646,62516174,22384109,51436218,613901315,66838,39525,65744,58796,1895129597,123976941,40226013,20831378,76567247
2012,IN,Midwest,Partial Benefit,65065,64979,39839,25140,0.102,0.488,0.367,0.0425,0.613,0.387,0.79,0.168,0.0055,0.0283,0.0011,0.0068,0.0074,0.0344,0.121,0.276,0.305,0.444,0.22,0.0252,0.136,0.0763,28450,37324,39396,21703,58365,830885005,165612330,6198468,11747614,23539205,8567924,20785224,257601175,25847,5584,3232,18292,134432767,39580331,9097332,2718447,4863234
2012,IN,Midwest,Medicare Only,938951,634442,348663,285779,0.0095,0.102,0.766,0.123,0.539,0.461,0.916,0.0553,0.0049,0.0132,0.0003,0.0102,0.0092,0.0848,0.147,0.27,0.465,0.588,0.308,0.0356,0.0759,0.106,406664,461177,519178,204355,481124,7328287201,1747919772,28777481,224375623,338168325,110335034,146475103,641919918,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2012,IN,Midwest,Medicaid Only (Disability),111709,79879,39071,40808,0.476,0.521,NaN,NaN,0.499,0.501,0.723,0.226,0.0046,0.0319,0.0009,0.0002,0.0058,0.0138,0.0645,0.14,0.0949,0.217,0.099,0.0223,0.0758,0.0342,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,83663,52314,91113,66022,2184582142,162605459,62801906,350200119,95990775
2012,KS,Midwest,Full Benefit,46282,41729,26204,15525,0.139,0.334,0.336,0.191,0.626,0.374,0.791,0.113,0.0246,0.0529,0.0105,0.0081,0.0107,0.0759,0.259,0.341,0.322,0.558,0.279,0.0588,0.139,0.173,27110,30013,32978,15819,42958,878039990,183271876,21331439,14640189,20781630,7808919,17603244,223908598,17407,13717,20431,10987,903896778,1891785,4368715,5123176,1220898
2012,KS,Midwest,Partial Benefit,25727,24639,14220,10419,0.0869,0.475,0.392,0.0462,0.576,0.424,0.78,0.119,0.0154,0.0671,0.0116,0.0063,0.0068,0.037,0.114,0.27,0.29,0.426,0.205,0.0202,0.12,0.0648,11623,14973,16264,8028,22783,323302538,64028310,4958581,9222808,10779653,3886195,7791814,97329920,5177,2916,807,3617,11496197,530514,420315,651122,351140
2012,KS,Midwest,Medicare Only,408342,302941,167357,135584,0.0087,0.0849,0.764,0.142,0.539,0.461,0.918,0.0362,0.0076,0.0232,0.0041,0.0105,0.0087,0.0878,0.134,0.24,0.423,0.55,0.282,0.0317,0.0648,0.0926,201348,227914,254002,92926,222967,3218178593,781171255,20089442,126380945,176872539,60091727,71031234,269545979,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2012,KS,Midwest,Medicaid Only (Disability),43015,4076,1847,2229,0.566,0.43,NaN,NaN,0.468,0.532,0.69,0.178,0.0108,0.0004,0.0117,0.0888,0.0042,0.0123,0.0645,0.108,0.0599,0.153,0.0653,0.0388,0.0454,0.0145,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24701,12616,28740,14170,544173247,14254136,11479707,95652780,4594738
2012,KY,Southeast,Full Benefit,104477,92562,57289,35273,0.132,0.338,0.41,0.12,0.617,0.383,0.875,0.103,0.0072,0.0092,0.0007,0.0047,0.0142,0.0743,0.242,0.357,0.425,0.627,0.343,0.0602,0.134,0.18,58700,72752,81235,41782,96984,1834596294,446864968,28091827,19614169,43292790,19535837,41989001,454185524,70690,40565,65532,23769,1220721017,2772268,11804129,4403189,3601798
2012,KY,Southeast,Partial Benefit,85477,85118,49783,35335,0.0714,0.451,0.427,0.0507,0.585,0.415,0.891,0.0944,0.0032,0.0072,0.0006,0.0038,0.011,0.048,0.153,0.311,0.411,0.552,0.3,0.0298,0.122,0.0973,43262,55248,62099,33692,79326,1181262183,272148844,9358616,12783253,36500437,14251754,33873377,333691199,29356,17488,1484,16598,48090782,4135597,3361863,280722,4567898
2012,KY,Southeast,Medicare Only,658178,446564,233671,212893,0.0141,0.166,0.721,0.0996,0.517,0.483,0.938,0.0468,0.0033,0.004,0.0002,0.0082,0.0102,0.082,0.148,0.276,0.491,0.611,0.319,0.0342,0.0733,0.105,290818,327275,384530,152158,362709,5069626577,1296047560,25201878,117029245,239624868,77081319,116776949,553036596,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2012,KY,Southeast,Medicaid Only (Disability),145339,17607,8567,9040,0.505,0.495,NaN,NaN,0.493,0.507,0.612,0.0862,0.0027,NaN,NaN,0.0048,NaN,0.0125,0.0733,0.171,0.135,0.219,0.096,0.0274,0.0541,0.0502,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,112102,69024,126173,37101,699501069,15568496,21224923,54636864,5328187
2012,LA,Southeast,Full Benefit,113442,108852,69268,39584,0.128,0.325,0.417,0.13,0.635,0.365,0.435,0.515,0.0173,0.0246,0.0014,0.0059,0.0092,0.0618,0.242,0.358,0.365,0.638,0.31,0.0733,0.138,0.154,55958,74371,77905,38036,104180,2448541876,458603068,78996952,19702852,51489241,23171847,40608489,485164944,66821,38954,46233,22259,1651123501,8541986,22961564,25202667,5631327
2012,LA,Southeast,Partial Benefit,94656,90006,53509,36497,0.057,0.36,0.513,0.0706,0.594,0.406,0.486,0.473,0.0077,0.0265,0.0017,0.0047,0.0069,0.0393,0.154,0.272,0.318,0.504,0.256,0.0327,0.103,0.1,36464,49038,50843,25915,85687,1480973059,224220327,23993877,10552793,36964775,14843903,24813874,336417998,25821,15566,2024,9137,38696470,3331299,6359326,1779774,2006564
2012,LA,Southeast,Medicare Only,565116,329871,171938,157933,0.0104,0.123,0.754,0.112,0.514,0.486,0.769,0.194,0.0055,0.0216,0.0009,0.0098,0.0079,0.0854,0.149,0.272,0.474,0.622,0.339,0.0403,0.0734,0.1,221884,250912,276196,101100,298702,4934663283,817740190,44993587,91589074,200895177,79106040,74401636,425808707,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2012,LA,Southeast,Medicaid Only (Disability),150650,85535,36659,48876,0.54,0.458,NaN,NaN,0.474,0.526,0.32,0.58,0.0046,0.0079,0.0037,0.001,0.0029,0.0079,0.0423,0.0964,0.0488,0.166,0.0579,0.0157,0.0336,0.0176,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,105318,55037,122676,36282,1649459909,47005054,32329041,440834195,15623754
2012,MA,Northeast,Full Benefit,267072,243474,142477,100997,0.117,0.389,0.359,0.135,0.593,0.407,0.669,0.0922,0.0537,0.157,0.0014,0.0267,0.0074,0.0622,0.146,0.292,0.356,0.489,0.221,0.0403,0.153,0.135,138544,163260,172658,76589,247526,4882778428,1122205728,154731232,41756339,104151657,44754049,62740449,1057576735,150717,102033,131099,30424,3835364147,16159193,36965515,26458658,12597222
2012,MA,Northeast,Partial Benefit,25529,25447,16125,9322,0.0095,0.0462,0.797,0.147,0.633,0.367,0.774,0.0865,0.0306,0.0911,0.001,0.0172,0.009,0.0642,0.113,0.256,0.367,0.481,0.217,0.0235,0.0814,0.0852,10748,13751,14427,6190,22339,331183300,77170653,3569838,2158667,8558252,3534779,3721335,58100603,1203,696,939,1617,4799383,108589,87184,138209,265984
2012,MA,Northeast,Medicare Only,896750,567292,315988,251304,0.0064,0.0739,0.772,0.147,0.545,0.455,0.918,0.0287,0.0129,0.0214,0.0003,0.0191,0.0086,0.108,0.131,0.228,0.492,0.59,0.271,0.0352,0.0754,0.113,394006,432882,478454,145143,409679,8013743140,2074512621,65848679,116933105,340938576,117972511,86969471,446498537,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2012,MA,Northeast,Medicaid Only (Disability),298720,51585,26332,25253,0.701,0.299,NaN,NaN,0.532,0.468,0.413,0.121,0.0163,0.0084,0.0022,0.176,0.0015,0.007,0.0215,0.0536,0.03,0.0695,0.0313,0.0101,0.0272,0.008,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,205266,87334,228361,32699,2005326938,72109468,40208602,313017041,32829879
2012,MD,Southeast,Full Benefit,83362,82765,51538,31227,0.138,0.314,0.391,0.158,0.623,0.377,0.45,0.407,0.0821,0.0427,0.0012,0.0173,0.0103,0.0614,0.197,0.353,0.385,0.577,0.285,0.0702,0.147,0.216,45808,51916,59077,24823,74522,1819145841,569893507,12046995,20493188,52051566,24105676,24396099,336484443,38713,31448,29939,5998,1881056025,9657984,38690797,11277544,996272
2012,MD,Southeast,Partial Benefit,48894,48840,30190,18650,0.0534,0.382,0.495,0.0698,0.618,0.382,0.454,0.456,0.0401,0.0397,0.0011,0.0097,0.0104,0.0482,0.158,0.339,0.408,0.56,0.268,0.0408,0.153,0.125,24431,30681,34599,16238,44088,940039810,280317766,5238429,13270641,31185464,14168763,14729207,197174392,13975,10059,1534,3060,49554987,3642356,6087893,690570,368463
2012,MD,Southeast,Medicare Only,762058,554843,312376,242467,0.0075,0.0844,0.779,0.129,0.547,0.453,0.725,0.213,0.0258,0.0172,0.0004,0.0178,0.0089,0.0863,0.133,0.282,0.522,0.614,0.297,0.0422,0.0826,0.142,386555,423463,496216,159107,272458,7100578606,2454289756,14858923,186404206,430170309,195799433,111424681,396706707,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2012,MD,Southeast,Medicaid Only (Disability),95671,23782,9873,13908,0.503,0.497,NaN,NaN,0.447,0.553,0.323,0.574,0.0146,0.0225,0.0025,0.0002,0.0068,0.0169,0.0822,0.132,0.0672,0.206,0.0967,0.0419,0.0544,0.0424,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,49103,19497,76913,8930,1446641112,23572464,27044181,171975123,5144435
2012,ME,Northeast,Full Benefit,56563,55957,32805,23152,0.146,0.395,0.338,0.12,0.585,0.415,0.955,0.0099,0.0087,0.0092,0.0071,0.01,0.0109,0.0605,0.137,0.276,0.372,0.447,0.224,0.0334,0.153,0.0906,28086,35436,34796,18678,52059,772865304,165396899,12227868,9871685,19096535,6269717,16897101,213577862,33317,5120,36670,17928,739458882,6246085,1050212,10184636,6948106
2012,ME,Northeast,Partial Benefit,45970,45266,26563,18703,0.0161,0.225,0.624,0.136,0.586,0.414,0.979,0.0028,0.0028,0.0042,0.0027,0.0081,0.0136,0.0829,0.135,0.278,0.438,0.516,0.272,0.0273,0.109,0.0879,21650,28331,27892,14437,41751,555413642,119062391,2396253,8252953,17433705,5062765,11714968,131143365,16776,4137,12202,7640,34687445,3691668,596132,731333,1499514
2012,ME,Northeast,Medicare Only,194603,128383,66857,61526,0.0069,0.0907,0.789,0.113,0.505,0.495,0.975,0.0025,0.0029,0.0032,0.0014,0.0152,0.0096,0.0917,0.107,0.207,0.439,0.503,0.237,0.0263,0.0652,0.0756,74091,87640,90591,29936,85653,1249495737,286850003,3694373,30665554,59284825,15454937,19671483,85055769,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2012,ME,Northeast,Medicaid Only (Disability),31691,14928,6852,8076,0.501,0.497,NaN,NaN,0.487,0.513,0.847,0.0214,0.0055,0.0027,0.0123,0.024,0.0051,0.0119,0.0281,0.107,0.103,0.106,0.0554,0.0107,0.0796,0.0158,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21423,2430,27001,11572,546542089,12028082,563677,84405203,11811785
2012,MI,Midwest,Full Benefit,262586,217294,132130,85164,0.137,0.402,0.352,0.109,0.606,0.394,0.655,0.264,0.0249,0.0328,0.0056,0.0176,0.0125,0.0613,0.258,0.374,0.41,0.594,0.366,0.0668,0.18,0.191,152835,173119,176673,94175,236243,4993329760,1271740455,91803954,61258872,156432716,60869839,97080810,1075272986,82758,93061,148609,24046,1876002157,3100357,25502991,42974687,2348336
2012,MI,Midwest,Partial Benefit,50389,49358,28666,20692,0.0623,0.442,0.421,0.0745,0.581,0.419,0.735,0.212,0.0085,0.0296,0.0051,0.0093,0.0088,0.0454,0.17,0.314,0.358,0.494,0.302,0.0344,0.147,0.121,24997,30552,31291,16774,44649,738627591,167457772,12068223,9055989,26580943,9368170,15624395,184176474,3883,3910,5353,974,45988803,242722,723286,1522742,82885
2012,MI,Midwest,Medicare Only,1538722,939945,507876,432069,0.0089,0.111,0.752,0.129,0.534,0.466,0.869,0.0941,0.0076,0.0136,0.0026,0.0126,0.0107,0.0887,0.169,0.297,0.485,0.595,0.358,0.039,0.0891,0.124,642139,720721,762519,314271,711170,12543924771,3171502682,52048607,304996545,648827979,214091168,220813850,863476011,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2012,MI,Midwest,Medicaid Only (Disability),225948,12394,5355,7039,0.504,0.495,NaN,NaN,0.467,0.533,0.469,0.356,0.01,0.0168,0.0058,0.0001,0.0173,0.0246,0.0802,0.123,0.0985,0.235,0.11,0.0434,0.057,0.0239,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,169685,96263,188400,46583,1246519969,27170550,26016094,361195471,3327378
2012,MN,Midwest,Full Benefit,126918,87236,48735,38501,0.14,0.35,0.336,0.173,0.606,0.394,0.778,0.0976,0.0592,0.0247,0.0216,0.0186,0.0076,0.0421,0.113,0.244,0.254,0.371,0.147,0.0297,0.153,0.0983,44904,53079,59088,30546,118148,2171219286,391734544,37824369,26959640,34818778,12969543,33125963,539518595,93273,77815,92357,10228,2453808610,11196923,36275005,11986708,11025777
2012,MN,Midwest,Partial Benefit,18415,18383,10468,7915,0.0542,0.387,0.48,0.0788,0.57,0.43,0.863,0.0642,0.0207,0.0217,0.0198,0.0108,0.0072,0.0364,0.081,0.211,0.229,0.316,0.154,0.0156,0.1,0.043,5970,8001,8683,4466,16136,205912844,47107219,2208937,2477546,4639576,1697113,2894075,59551576,2847,1799,1458,509,13729339,778900,298627,364235,358785
2012,MN,Midwest,Medicare Only,735536,307544,165021,142523,0.0062,0.07,0.787,0.137,0.533,0.467,0.957,0.0117,0.0074,0.0067,0.0047,0.0125,0.0093,0.0898,0.119,0.204,0.338,0.456,0.228,0.0288,0.0646,0.0727,199903,235356,256723,101530,442116,5447060282,1414919884,19180853,89907970,156101980,55001877,59144801,420795728,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2012,MN,Midwest,Medicaid Only (Disability),73116,68221,30958,37263,0.559,0.436,NaN,NaN,0.46,0.54,0.577,0.231,0.072,0.0002,0.0406,0.061,0.0028,0.0086,0.0293,0.116,0.0674,0.129,0.0443,0.0114,0.0648,0.0124,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,53775,37894,63216,3379,1745313628,30724374,132702318,166591427,5759344
2012,MO,Midwest,Full Benefit,153917,153435,95173,58262,0.122,0.402,0.352,0.124,0.62,0.38,0.766,0.195,0.0125,0.016,0.0032,0.0067,0.0098,0.0615,0.216,0.348,0.363,0.565,0.295,0.055,0.163,0.171,83023,98545,110059,55355,144377,3092096774,671718926,49705283,33801296,75490084,27504533,62246917,830331349,57421,27702,95567,130676,2125779265,9404053,10962737,52895070,83700869
2012,MO,Midwest,Partial Benefit,44411,39311,22405,16906,0.0773,0.46,0.411,0.0521,0.574,0.426,0.798,0.173,0.0063,0.0141,0.0033,0.0055,0.0068,0.034,0.108,0.243,0.292,0.415,0.205,0.0227,0.12,0.0677,15469,20966,23219,11337,39372,548968119,92165559,4757418,4238843,13146152,4660851,10447042,165393170,4941,1238,3564,16115,27961436,729872,477192,3301849,6880409
2012,MO,Midwest,Medicare Only,916881,578273,312385,265888,0.0104,0.111,0.758,0.121,0.534,0.466,0.908,0.0686,0.0052,0.0088,0.0013,0.0084,0.0091,0.0867,0.133,0.251,0.451,0.566,0.292,0.0358,0.074,0.11,378896,426787,486750,176058,491837,7364836609,1574148038,29029593,164113542,333787720,102328233,132268953,606882653,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2012,MO,Midwest,Medicaid Only (Disability),121718,120261,62388,57869,0.375,0.625,NaN,NaN,0.519,0.481,0.71,0.232,0.0041,0.0021,0.0017,0.0139,0.006,0.0106,0.0545,0.162,0.069,0.209,0.0924,0.0166,0.0568,0.0193,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,96404,66912,101611,103947,2052621316,92926487,68800709,578479292,152486772
2012,MS,Southeast,Full Benefit,83928,83627,54679,28948,0.11,0.312,0.429,0.148,0.653,0.347,0.422,0.559,0.0068,0.0061,0.003,0.0029,0.011,0.0573,0.255,0.381,0.327,0.671,0.279,0.0666,0.125,0.15,45551,56392,62554,34260,78392,1653426025,363711786,42827714,19085476,38647546,15693611,38724427,313259434,55090,35982,27755,22164,1248394875,7885427,21049451,5422078,4505230
2012,MS,Southeast,Partial Benefit,80825,80599,47702,32897,0.0561,0.428,0.45,0.0659,0.592,0.408,0.484,0.501,0.0026,0.0065,0.0025,0.0027,0.0082,0.0417,0.165,0.322,0.329,0.594,0.251,0.0311,0.105,0.0815,39212,49673,56981,30789,75054,1085864133,214929221,13247425,15105790,33680289,14201153,29351019,264179458,30899,17090,3034,9787,76379958,5238151,7835140,3653729,1764487
2012,MS,Southeast,Medicare Only,386842,290349,154013,136336,0.0107,0.146,0.746,0.0973,0.52,0.48,0.784,0.201,0.0032,0.005,0.0013,0.0059,0.0087,0.0745,0.137,0.266,0.417,0.599,0.289,0.0338,0.0581,0.0758,194008,216462,252429,100672,192965,3062882350,727227371,28211750,97589227,157222037,63415365,75576262,270880049,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2012,MS,Southeast,Medicaid Only (Disability),96413,53018,26453,26564,0.537,0.462,NaN,NaN,0.489,0.511,0.263,0.513,NaN,0.0042,0.0031,NaN,0.0045,0.0084,0.0632,0.149,0.0803,0.265,0.078,0.021,0.055,0.0226,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,70562,34913,82308,40382,939825940,26750541,14212183,128826627,14221939
2012,MT,West,Full Benefit,16708,16438,9936,6502,0.138,0.356,0.355,0.151,0.603,0.397,0.845,0.0057,0.0069,0.0217,0.109,0.0117,0.0069,0.0521,0.164,0.256,0.235,0.414,0.181,0.0344,0.117,0.108,8222,9992,8914,5279,15134,238116883,50008291,5015272,2711535,6401795,1642670,5684502,69224790,7509,7103,5975,3362,247263748,1913326,6697155,1888623,2662821
2012,MT,West,Partial Benefit,8888,8855,5067,3788,0.0658,0.401,0.474,0.0584,0.572,0.428,0.872,0.005,0.005,0.0224,0.0894,0.0061,0.006,0.0369,0.0993,0.232,0.223,0.353,0.168,0.0194,0.101,0.0521,3640,4834,4728,2700,7595,101764219,20644900,1112803,879559,3223255,902389,2584707,29822464,2312,988,297,932,8611039,604011,564231,189247,381845
2012,MT,West,Medicare Only,165755,116377,59488,56889,0.0077,0.0911,0.782,0.119,0.502,0.498,0.947,0.0016,0.0029,0.0088,0.0279,0.0122,0.0063,0.076,0.108,0.188,0.29,0.418,0.212,0.0242,0.0473,0.0568,68578,78413,76173,32428,79596,1074360104,257097754,4004693,27530680,59335724,15006107,23274899,93046308,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2012,MT,West,Medicaid Only (Disability),13231,3736,1838,1898,0.484,0.514,NaN,NaN,0.497,0.503,0.77,0.0091,NaN,0.0211,0.168,NaN,NaN,0.0099,0.0471,0.127,0.0468,0.12,0.0557,0.0187,0.0629,0.0163,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9025,6217,10945,2924,233903188,7814075,11559505,46638067,3614214
2012,NC,Southeast,Full Benefit,254874,233442,149437,84005,0.108,0.351,0.408,0.133,0.642,0.358,0.538,0.395,0.0184,0.0268,0.0117,0.01,0.0106,0.0579,0.2,0.365,0.403,0.612,0.259,0.0517,0.141,0.119,139079,168785,190096,99256,237659,4505785297,1069281934,56115605,57720634,122626205,47950197,99566236,1157332234,156140,37410,94208,54777,2564629016,27992787,31609185,35953791,16118272
2012,NC,Southeast,Partial Benefit,82739,82609,49449,33160,0.038,0.409,0.481,0.0719,0.599,0.401,0.616,0.345,0.0057,0.0166,0.0089,0.0077,0.0085,0.0418,0.128,0.285,0.327,0.456,0.21,0.0279,0.106,0.0664,33877,42772,49018,26004,75592,1209069522,229874116,7274097,14263707,32738259,11632956,25110612,337631109,7375,1328,3115,2191,30196485,1691618,718810,2676061,782836
2012,NC,Southeast,Medicare Only,1350229,920355,502959,417395,0.0081,0.12,0.771,0.101,0.536,0.464,0.826,0.144,0.0063,0.009,0.0032,0.0116,0.0087,0.0813,0.119,0.273,0.496,0.589,0.256,0.0337,0.0688,0.0718,639118,703525,832250,301155,663291,10372524307,2489388370,36632902,308352053,566449484,192246605,215408386,943389240,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2012,NC,Southeast,Medicaid Only (Disability),193006,59734,26713,33021,0.516,0.483,NaN,NaN,0.464,0.536,0.424,0.435,0.0071,0.015,0.0171,0.0318,0.0081,0.0122,0.0628,0.139,0.0956,0.229,0.0836,0.0296,0.0594,0.0219,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,143036,83309,155739,43521,2859354334,132870854,119055115,631470928,30645398
2012,ND,Midwest,Full Benefit,12691,12601,7705,4896,0.121,0.313,0.326,0.241,0.612,0.388,0.871,0.0078,0.0065,0.0132,0.0925,0.0089,0.0119,0.0667,0.238,0.293,0.294,0.49,0.247,0.0333,0.122,0.123,6078,7873,8323,3747,11896,195954284,48035083,4330740,1959163,4571822,1319716,3045910,55163264,5836,4638,4403,3274,402111724,1477743,951922,1339810,1938137
2012,ND,Midwest,Partial Benefit,3362,3358,1952,1406,0.0675,0.351,0.496,0.0848,0.581,0.419,0.87,0.0092,NaN,0.0128,0.0967,NaN,NaN,0.0405,0.113,0.267,0.285,0.404,0.202,0.0143,0.12,0.0578,1393,1877,1923,1082,2929,34514417,7332430,507075,432908,1050908,324253,744254,10894821,945,536,91,329,2221326,238074,70970,100330,70841
2012,ND,Midwest,Medicare Only,101709,75040,41319,33721,0.007,0.07,0.771,0.152,0.534,0.466,0.96,0.002,0.0024,0.0038,0.021,0.0106,0.0094,0.0765,0.133,0.231,0.395,0.504,0.269,0.0239,0.0614,0.0623,45332,56503,57457,23739,60844,742778818,215059904,4433979,19451149,36167776,10704720,14599578,66762043,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2012,ND,Midwest,Medicaid Only (Disability),5544,5537,2755,2782,0.508,0.489,NaN,NaN,0.497,0.503,0.655,0.0332,NaN,NaN,0.242,0.0521,NaN,NaN,0.0215,0.097,NaN,NaN,0.0329,NaN,0.0403,0.0085,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3983,2619,4655,2057,156462619,5136365,1901252,17552506,1510287
