Year,State,Region,Number of People by Medicare-Medicaid Enrollment Type,Number of People,Number of People with FFS,Number of Females with FFS,Number of Males with FFS,A%_<40,A%_40-64,A%_65-84,A%_85+,F%,M%,White%,AfrA%,His%,Asian%,Indig%,Unknown%,ha%,af%,hf%,dm%,hc%,hyp%,ihd%,strokeorTIA%,obesity%,pad%,Number of FFS people who used Medicare procedures,Number of FFS people who used Medicare imaging services,Number of FFS people who used Medicare laboratory/testing services,Number of FFS people who used Medicare durable medical equipment,Number of people who used Medicare Part D prescription drugs,Total Medicare payments,Total Medicare IP Hospital FFS payments,Total Medicare Other IP Hospital FFS payments,Total Medicare Part B drug FFS payments,Total Medicare procedure FFS payments,Total Medicare imaging FFS payments,Total Medicare durable medical equipment FFS payments,Total Medicare Part D prescription drug FFS costs (total RX cost),Number of FFS people who used Medicaid lab/xray services,Number of FFS people who used Medicaid durable medical equipment services,Number of FFS people who used Medicaid drugs,Number of FFS people who used Medicaid clinic services,Total Medicaid FFS payments,Total Medicaid lab/xray FFS payments,Total Medicaid durable medical equipment FFS payments,Total Medicaid drug FFS payments,Total Medicaid clinic payments,NumHA,NumAF,NumHF,NumDM,NumHC,NumHYP,NumIHD,NumOBESITY,NumSTROKE,NumPAD
2008,TX,Southwest,Medicare Only,2350275,1843040,985653,857387,0.0122,0.108,0.775,0.105,0.526,0.474,0.756,0.0854,0.0121,0.14,0.0015,0.0057,0.0082,0.0663,0.152,0.232,0.402,0.52,0.307,0.0378,0.0399,0.0937,1094428.0,1246509.0,1413998.0,497887.0,968037.0,19836263381,4542967822.0,146540572.0,543072326.0,1015839649.0,568062007.0,435185409.0,1306404539.0,,,,,,,,,,19272.255,155823.23249999998,357241.8,545263.8,944810.55,1222143.0,721534.425,93775.97249999999,88840.395,220220.76750000002
2008,UT,West,Medicare Only,245779,162595,87660,74935,0.012,0.0801,0.788,0.12,0.531,0.469,0.942,0.0042,0.0118,0.0319,0.0032,0.0072,0.0057,0.0685,0.141,0.21,0.276,0.393,0.227,0.0287,0.0262,0.0788,101557.0,102317.0,115492.0,47631.0,108159.0,1700502435,326007711.0,6102786.0,41580738.0,82783035.0,26683616.0,49585379.0,120566385.0,,,,,,,,,,1400.9403,16835.861500000003,34654.839,51613.59,67835.004,96591.147,55791.833,6439.4098,7053.8573,19367.385199999997
2008,VA,Northeast,Medicare Only,959735,781194,430728,350466,0.0108,0.111,0.765,0.113,0.542,0.458,0.817,0.144,0.0173,0.0126,0.0004,0.0089,0.0088,0.0746,0.123,0.241,0.433,0.543,0.256,0.0352,0.0373,0.0689,474715.0,536585.0,629406.0,208170.0,378132.0,6471312245,1840742586.0,30321331.0,202314852.0,374774597.0,167391997.0,150569983.0,487294948.0,,,,,,,,,,8445.668,71596.231,118047.405,231296.13499999998,415565.255,521136.10500000004,245692.16,35798.1155,33782.672,66125.7415
2008,VT,Northeast,Medicare Only,82279,74039,39143,34896,0.0066,0.086,0.791,0.117,0.519,0.481,0.98,0.0023,0.0031,0.0048,0.0003,0.0095,0.0097,0.0787,0.0994,0.187,0.34,0.441,0.225,0.0267,0.035,0.0585,39516.0,48036.0,46229.0,14796.0,30570.0,513023530,176275914.0,1929756.0,7447810.0,26955748.0,8792881.0,9780494.0,35388542.0,,,,,,,,,,798.1063,6475.357300000001,8178.5326000000005,15386.173,27974.86,36285.039,18512.775,2879.7650000000003,2196.8493000000003,4813.3215
2008,WA,West,Medicare Only,798199,561056,296597,264459,0.0075,0.091,0.769,0.133,0.527,0.473,0.917,0.0183,0.027,0.0187,0.0077,0.0115,0.007,0.0787,0.119,0.195,0.338,0.42,0.213,0.0294,0.0272,0.0724,314179.0,359237.0,403652.0,139173.0,316939.0,5380593865,1301818133.0,26008534.0,121607387.0,261977168.0,134075461.0,96263618.0,335059611.0,,,,,,,,,,5587.393,62818.261300000006,94985.681,155648.805,269791.26200000005,335243.58,170016.387,21711.0128,23467.0506,57789.6076
2008,WI,Midwest,Medicare Only,770439,559842,312993,246849,0.0063,0.0759,0.784,0.134,0.543,0.457,0.953,0.0244,0.0039,0.0089,0.0043,0.0053,0.0082,0.0767,0.127,0.208,0.372,0.47,0.25,0.0249,0.0474,0.0837,306535.0,359085.0,406420.0,141685.0,304478.0,5342881455,1380449283.0,15526193.0,132986322.0,225429560.0,89146658.0,84896494.0,313610171.0,,,,,,,,,,6317.599800000001,59092.6713,97845.753,160251.312,286603.308,362106.32999999996,192609.75,36518.8086,19183.931099999998,64485.7443
2008,WV,Southeast,Medicare Only,313138,223642,112918,110724,0.0107,0.17,0.714,0.105,0.511,0.489,0.967,0.0222,0.0024,0.0031,0.0003,0.0049,0.0109,0.065,0.135,0.263,0.444,0.554,0.314,0.0317,0.0374,0.0805,121306.0,146795.0,161640.0,63418.0,146757.0,2274586442,590627455.0,9468777.0,35794768.0,92879778.0,42952144.0,50117551.0,198852288.0,,,,,,,,,,3413.2042,20353.97,42273.630000000005,82355.29400000001,139033.272,173478.45200000002,98325.332,11711.361200000001,9926.4746,25207.609
2008,WY,West,Medicare Only,70045,62759,32554,30205,0.0079,0.0863,0.794,0.112,0.51,0.49,0.943,0.0046,0.0036,0.0338,0.0087,0.0062,0.0068,0.0547,0.11,0.169,0.229,0.355,0.216,0.0222,0.0269,0.063,35925.0,39106.0,39882.0,17520.0,30537.0,442080067,148702086.0,1605433.0,11976937.0,30833285.0,11647578.0,20577558.0,34229153.0,,,,,,,,,,476.306,3831.4615,7704.95,11837.605000000001,16040.305,24865.975,15129.72,1884.2105,1554.999,4412.835
2009,AK,West,Medicare Only,51792,45589,22218,23371,0.0103,0.0939,0.818,0.0775,0.48,0.52,0.801,0.0225,0.0216,0.0176,0.123,0.0143,0.0054,0.0616,0.0918,0.178,0.262,0.373,0.184,0.0197,0.0412,0.0478,20981.0,25757.0,27586.0,8098.0,10220.0,305219863,133043232.0,1209623.0,8145481.0,22950460.0,9107485.0,4538318.0,14934605.0,,,,,,,,,,279.6768,3190.3872,4754.5056,9218.975999999999,13569.504,19318.416,9529.728,2133.8304,1020.3023999999999,2475.6576
2009,AL,Southeast,Medicare Only,664357,497165,264828,232337,0.015,0.165,0.726,0.0942,0.525,0.475,0.824,0.164,0.0028,0.0043,0.0008,0.0042,0.0081,0.0698,0.147,0.26,0.428,0.575,0.297,0.0389,0.0367,0.0792,319408.0,354871.0,398241.0,155640.0,290130.0,5127283849,1191958508.0,42839211.0,171081182.0,265361424.0,135514897.0,109923248.0,396140824.0,,,,,,,,,,5381.2917,46372.1186,97660.47899999999,172732.82,284344.796,382005.27499999997,197314.02899999998,24381.9019,25843.487299999997,52617.074400000005
2009,AR,Southeast,Medicare Only,422692,346544,183497,163047,0.0127,0.153,0.736,0.0986,0.518,0.482,0.904,0.0781,0.0031,0.0071,0.0032,0.0042,0.0081,0.067,0.136,0.211,0.357,0.503,0.302,0.0373,0.0344,0.0707,204669.0,237721.0,269641.0,99951.0,194479.0,2841375068,777515911.0,26611337.0,98696204.0,165869994.0,76518652.0,76867268.0,244059736.0,,,,,,,,,,3423.8052,28320.364,57486.112,89188.012,150901.044,212614.076,127652.984,14540.6048,15766.4116,29884.3244
2009,AZ,Southwest,Medicare Only,777256,476620,248287,228333,0.0069,0.0917,0.788,0.113,0.523,0.477,0.867,0.0214,0.01,0.0801,0.0135,0.0076,0.0073,0.0746,0.106,0.198,0.418,0.484,0.267,0.0339,0.0399,0.0835,302922.0,326715.0,367454.0,116561.0,380193.0,6206983949,1297467483.0,19038073.0,139586404.0,312743899.0,168265139.0,88673443.0,388716274.0,,,,,,,,,,5673.9688,57983.2976,82389.136,153896.688,324893.008,376191.904,207527.352,31012.5144,26348.9784,64900.876000000004
2009,CA,West,Medicare Only,3615325,1887323,999603,887720,0.0059,0.0821,0.773,0.139,0.536,0.464,0.726,0.0536,0.067,0.132,0.003,0.0187,0.0062,0.0732,0.131,0.204,0.391,0.463,0.256,0.0328,0.0378,0.0803,1094919.0,1181791.0,1327815.0,397221.0,1958239.0,31333072015,5549004181.0,109709145.0,531076449.0,1201785983.0,570800852.0,283321048.0,1910196041.0,,,,,,,,,,22415.015,264641.79,473607.575,737526.2999999999,1413592.075,1673895.475,925523.2000000001,136659.285,118582.66,290310.5975
2009,CO,West,Medicare Only,545278,323774,170449,153325,0.0095,0.0913,0.783,0.117,0.533,0.467,0.871,0.0277,0.0115,0.0801,0.002,0.0082,0.0058,0.0637,0.105,0.164,0.315,0.408,0.21,0.0261,0.0311,0.0584,191675.0,212598.0,239822.0,87731.0,261241.0,4010297159,791072289.0,15149262.0,91941005.0,173611453.0,67197942.0,81337947.0,279807129.0,,,,,,,,,,3162.6124,34734.208600000005,57254.189999999995,89425.592,171762.57,222473.424,114508.37999999999,16958.1458,14231.7558,31844.2352
2009,CT,Northeast,Medicare Only,474717,354953,198371,156582,0.0063,0.0707,0.771,0.152,0.549,0.451,0.9,0.05,0.0108,0.0278,0.0005,0.0105,0.0088,0.103,0.138,0.234,0.471,0.572,0.296,0.0341,0.0354,0.102,226054.0,248063.0,284434.0,82887.0,200692.0,4008059291,1181289589.0,29221991.0,116767463.0,213302430.0,103341340.0,52037032.0,248170113.0,,,,,,,,,,4177.5096,48895.850999999995,65510.946,111083.778,223591.707,271538.12399999995,140516.232,16804.9818,16187.849699999999,48421.134
2009,DC,Northeast,Medicare Only,57692,39687,22784,16903,0.0094,0.0624,0.749,0.179,0.565,0.435,0.357,0.591,0.0116,0.0218,0.0003,0.0187,0.0071,0.0495,0.126,0.236,0.354,0.508,0.237,0.0377,0.0339,0.099,22653.0,27021.0,29863.0,8092.0,14060.0,392823300,153595291.0,2096550.0,7255028.0,21981333.0,12119212.0,4757623.0,19075721.0,,,,,,,,,,409.6132,2855.7540000000004,7269.192,13615.312,20422.967999999997,29307.536,13673.003999999999,1955.7588,2174.9883999999997,5711.508000000001
2009,DE,Northeast,Medicare Only,127471,114041,61778,52263,0.0071,0.101,0.781,0.11,0.536,0.464,0.848,0.119,0.0102,0.0135,0.0003,0.0087,0.0081,0.0868,0.135,0.279,0.577,0.614,0.331,0.0397,0.0637,0.123,73670.0,82347.0,90858.0,29491.0,49137.0,1013429917,345437753.0,5898374.0,26350277.0,72187367.0,34634616.0,19658379.0,67470530.0,,,,,,,,,,1032.5150999999998,11064.4828,17208.585000000003,35564.409,73550.76699999999,78267.194,42192.901000000005,8119.902700000001,5060.5987,15678.932999999999
2009,FL,Southeast,Medicare Only,2813667,1907077,1019690,887387,0.0058,0.0833,0.78,0.131,0.53,0.47,0.831,0.0683,0.0084,0.084,0.0005,0.008,0.0082,0.0906,0.138,0.252,0.544,0.578,0.378,0.0411,0.0438,0.105,1330143.0,1413480.0,1574658.0,539211.0,1358371.0,26122460160,4818073131.0,107732445.0,743747458.0,1642638616.0,856567743.0,406435907.0,1551793936.0,,,,,,,,,,23072.0694,254918.2302,388286.04600000003,709044.084,1530634.848,1626299.5259999998,1063566.126,123238.6146,115641.7137,295435.035
2009,GA,Southeast,Medicare Only,987985,793832,429294,364538,0.0116,0.13,0.762,0.0967,0.533,0.467,0.784,0.188,0.0093,0.0118,0.0004,0.0062,0.0078,0.0666,0.126,0.251,0.446,0.574,0.27,0.0354,0.043,0.0819,490655.0,552965.0,633832.0,230080.0,448531.0,7325245252,1927898983.0,49122035.0,224227522.0,447684709.0,200391746.0,164464368.0,636335044.0,,,,,,,,,,7706.282999999999,65799.801,124486.11,247984.23500000002,440641.31,567103.3899999999,266755.95,42483.354999999996,34974.669,80915.9715
2009,HI,West,Medicare Only,176110,89042,46160,42882,0.0058,0.0627,0.782,0.15,0.534,0.466,0.267,0.0065,0.554,0.0553,0.0006,0.117,0.0076,0.0536,0.0982,0.256,0.531,0.543,0.218,0.0341,0.0223,0.0496,43313.0,53930.0,66400.0,14321.0,96139.0,1108360541,201154419.0,2592459.0,11901797.0,35746040.0,14376488.0,6586837.0,102824539.0,,,,,,,,,,1338.436,9439.496000000001,17294.002,45084.16,93514.41,95627.73000000001,38391.98,3927.253,6005.351,8735.056
2009,IA,Midwest,Medicare Only,454520,371926,208206,163720,0.005,0.0643,0.777,0.154,0.551,0.449,0.976,0.0094,0.0033,0.0062,0.0007,0.0048,0.0082,0.0818,0.126,0.216,0.392,0.503,0.266,0.0266,0.037,0.113,228963.0,252582.0,277458.0,109016.0,255055.0,2951853310,873599325.0,11137206.0,98082447.0,160312027.0,65902747.0,66419344.0,249015423.0,,,,,,,,,,3727.0640000000003,37179.736,57269.52,98176.31999999999,178171.84,228623.56,120902.32,16817.239999999998,12090.232,51360.76
2009,ID,West,Medicare Only,199331,132873,68414,64459,0.0079,0.0917,0.78,0.12,0.513,0.487,0.957,0.0017,0.0059,0.0219,0.0064,0.0069,0.006,0.0709,0.116,0.202,0.322,0.419,0.216,0.024,0.034,0.0395,75554.0,80693.0,89350.0,36059.0,93329.0,1264043461,260010235.0,5168245.0,17640158.0,62026779.0,19867189.0,26847643.0,102218359.0,,,,,,,,,,1195.986,14132.567900000002,23122.396,40264.862,64184.582,83519.689,43055.496,6777.254000000001,4783.944,7873.5745
2009,IL,Midwest,Medicare Only,1564127,1297826,726398,571428,0.0076,0.0777,0.774,0.141,0.552,0.448,0.838,0.0978,0.0151,0.0403,0.0003,0.0088,0.0086,0.0815,0.148,0.24,0.438,0.555,0.298,0.0367,0.047,0.101,777292.0,883582.0,980028.0,347299.0,668568.0,12246167746,3831470611.0,52094268.0,374556431.0,711568877.0,291635325.0,226844065.0,835178096.0,,,,,,,,,,13451.4922,127476.3505,231490.796,375390.48,685087.626,868090.4850000001,466109.84599999996,73513.969,57403.460900000005,157976.82700000002
2009,IN,Midwest,Medicare Only,871606,691978,382336,309642,0.0102,0.0994,0.767,0.123,0.546,0.454,0.922,0.0559,0.0044,0.0119,0.0003,0.0054,0.0089,0.0733,0.147,0.252,0.417,0.549,0.301,0.0353,0.0482,0.0947,411261.0,470441.0,518091.0,205871.0,386359.0,6405006074,1782435940.0,28682414.0,206182677.0,325940340.0,140374997.0,144628340.0,503880042.0,,,,,,,,,,7757.2934,63888.719800000006,128126.082,219644.712,363459.702,478511.694,262353.406,42011.4092,30767.691799999997,82541.0882
2009,KS,Midwest,Medicare Only,383044,320119,177657,142462,0.0081,0.085,0.762,0.145,0.547,0.453,0.926,0.0359,0.0063,0.021,0.0041,0.0063,0.008,0.0751,0.137,0.221,0.376,0.513,0.278,0.0308,0.0397,0.0891,196521.0,227651.0,246603.0,93892.0,198265.0,2762653308,772267136.0,20361191.0,113722165.0,159249948.0,72377163.0,68624566.0,238597025.0,,,,,,,,,,3064.352,28766.6044,52477.028000000006,84652.724,144024.544,196501.57200000001,106486.232,15206.8468,11797.7552,34129.2204
2009,KY,Southeast,Medicare Only,604702,476313,248896,227417,0.0142,0.169,0.716,0.101,0.521,0.479,0.943,0.0462,0.0028,0.0035,0.0003,0.0047,0.01,0.069,0.144,0.254,0.436,0.564,0.312,0.0325,0.0478,0.0904,284090.0,326682.0,372919.0,147536.0,250974.0,4462148201,1332001469.0,21822092.0,109214160.0,218297177.0,101345982.0,112204615.0,362107404.0,,,,,,,,,,6047.02,41724.438,87077.08799999999,153594.308,263650.072,341051.92799999996,188667.024,28904.7556,19652.815000000002,54665.0608
2009,LA,Southeast,Medicare Only,522353,360576,187197,173378,0.0106,0.128,0.749,0.113,0.516,0.484,0.776,0.192,0.0047,0.0208,0.0009,0.0063,0.0075,0.072,0.147,0.246,0.418,0.571,0.322,0.0371,0.0453,0.0921,215799.0,249952.0,269114.0,99888.0,239428.0,4374707385,865682048.0,40414484.0,92899513.0,193940691.0,100009922.0,73753730.0,325869476.0,,,,,,,,,,3917.6475,37609.416,76785.89099999999,128498.838,218343.554,298263.56299999997,168197.666,23662.5909,19379.2963,48108.7113
2009,MA,Northeast,Medicare Only,826191,571256,320414,250842,0.0058,0.0737,0.77,0.151,0.552,0.448,0.932,0.0268,0.0108,0.0184,0.0003,0.0116,0.0091,0.0995,0.134,0.216,0.452,0.559,0.278,0.035,0.0447,0.105,356005.0,398702.0,431412.0,129473.0,351086.0,7015220434,1859514695.0,56042561.0,87585530.0,296453222.0,132644429.0,73590359.0,386428661.0,,,,,,,,,,7518.3381,82206.00450000001,110709.59400000001,178457.256,373438.332,461840.76900000003,229681.09800000003,36930.7377,28916.685,86750.055
2009,MD,Southeast,Medicare Only,689098,570607,321342,249265,0.0075,0.0856,0.775,0.131,0.552,0.448,0.746,0.205,0.0224,0.015,0.0004,0.0109,0.0091,0.0783,0.14,0.264,0.483,0.586,0.3,0.0422,0.0522,0.131,365467.0,407033.0,462464.0,148351.0,225321.0,5925551907,2443015543.0,14601331.0,159223512.0,369312698.0,211793934.0,98170432.0,320474832.0,,,,,,,,,,6270.7918,53956.3734,96473.72000000002,181921.872,332834.334,403811.42799999996,206729.4,35970.9156,29079.9356,90271.838
2009,ME,Northeast,Medicare Only,174223,140062,72455,67607,0.007,0.0982,0.782,0.113,0.508,0.492,0.983,0.0023,0.0026,0.0031,0.0014,0.0074,0.0095,0.0826,0.103,0.197,0.424,0.491,0.241,0.0282,0.0411,0.0668,74862.0,90033.0,89577.0,30312.0,67070.0,1033008288,304144657.0,3821557.0,22733855.0,55233079.0,19754674.0,17966497.0,65829723.0,,,,,,,,,,1655.1185,14390.819800000001,17944.968999999997,34321.931000000004,73870.552,85543.493,41987.743,7160.565299999999,4913.0886,11638.0964
2009,MI,Midwest,Medicare Only,1423332,981705,528326,453379,0.0088,0.108,0.755,0.128,0.54,0.46,0.877,0.0945,0.0065,0.0126,0.0026,0.0071,0.0101,0.0772,0.169,0.287,0.436,0.556,0.368,0.0381,0.0491,0.107,613044.0,693366.0,721560.0,303311.0,605775.0,12083713215,3136524934.0,53017510.0,270899448.0,585454969.0,264342589.0,201718044.0,702815954.0,,,,,,,,,,14375.653199999999,109881.2304,240543.108,408496.284,620572.752,791372.5920000001,523786.176,69885.60119999999,54228.9492,152296.524
2009,MN,Midwest,Medicare Only,671092,397164,215004,182160,0.0062,0.07,0.785,0.138,0.538,0.462,0.966,0.0107,0.0063,0.006,0.0046,0.007,0.0087,0.0795,0.112,0.191,0.31,0.426,0.222,0.0258,0.0407,0.0584,224056.0,265601.0,286805.0,107418.0,381714.0,4723672992,1302490510.0,15808557.0,93445092.0,171430153.0,70043054.0,61180422.0,356915613.0,,,,,,,,,,5838.5004,53351.814,75162.304,128178.572,208038.52,285885.192,148982.424,27313.4444,17314.1736,39191.7728
2009,MO,Midwest,Medicare Only,847111,616723,335335,281388,0.0096,0.107,0.761,0.123,0.54,0.46,0.914,0.0669,0.0045,0.0079,0.0013,0.005,0.009,0.0752,0.135,0.232,0.403,0.529,0.29,0.036,0.0436,0.102,368309.0,420756.0,467519.0,172731.0,425208.0,6249630656,1586053215.0,29074583.0,151768791.0,299761228.0,127494025.0,126284170.0,493115594.0,,,,,,,,,,7623.999,63702.747200000005,114359.985,196529.752,341385.733,448121.71900000004,245662.18999999997,36934.0396,30495.996,86405.322
2009,MS,Southeast,Medicare Only,358987,306135,162456,143679,0.0123,0.154,0.737,0.0964,0.523,0.477,0.791,0.196,0.003,0.0046,0.0012,0.004,0.0084,0.0604,0.135,0.242,0.348,0.543,0.272,0.0327,0.0372,0.0678,183182.0,210287.0,241049.0,96922.0,169381.0,2633696426,738493186.0,28500664.0,89613546.0,143111383.0,69073408.0,74136280.0,233168888.0,,,,,,,,,,3015.4908,21682.8148,48463.245,86874.85399999999,124927.476,194929.94100000002,97644.464,13354.3164,11738.8749,24339.3186
2009,MT,West,Medicare Only,149821,115696,59776,55920,0.0071,0.0922,0.776,0.125,0.509,0.491,0.954,0.0015,0.003,0.0079,0.0267,0.0068,0.0066,0.0696,0.114,0.178,0.27,0.402,0.214,0.025,0.0313,0.0519,64607.0,73735.0,70751.0,30841.0,69486.0,894003319,233936079.0,3371613.0,27368704.0,51457730.0,16421508.0,22833146.0,77751129.0,,,,,,,,,,988.8186,10427.541599999999,17079.594,26668.138,40451.670000000006,60228.042,32061.694,4689.3973000000005,3745.525,7775.7099
2009,NC,Southeast,Medicare Only,1201629,935370,510874,424496,0.0085,0.126,0.765,0.101,0.539,0.461,0.836,0.14,0.0052,0.0078,0.0031,0.0072,0.0086,0.0711,0.117,0.25,0.437,0.543,0.25,0.0318,0.0403,0.0631,588495.0,659351.0,768705.0,280668.0,553163.0,8696645651,2371188606.0,31597775.0,251537685.0,474910201.0,214585967.0,202828878.0,754228648.0,,,,,,,,,,10334.0094,85435.8219,140590.59300000002,300407.25,525111.873,652484.547,300407.25,48425.648700000005,38211.802200000006,75822.7899
2009,ND,Midwest,Medicare Only,97275,83899,46223,37676,0.0066,0.0704,0.771,0.152,0.54,0.46,0.967,0.0016,0.0021,0.003,0.0191,0.0067,0.0082,0.0682,0.132,0.214,0.36,0.472,0.263,0.0222,0.0376,0.0583,46449.0,57882.0,56896.0,24297.0,58976.0,596623406,188508020.0,2706698.0,18303280.0,33857149.0,11241114.0,14081702.0,61662600.0,,,,,,,,,,797.6550000000001,6634.155,12840.300000000001,20816.85,35019.0,45913.799999999996,25583.325,3657.54,2159.505,5671.1325
2009,NE,Midwest,Medicare Only,246419,201911,112139,89772,0.0064,0.073,0.775,0.146,0.545,0.455,0.95,0.0221,0.0047,0.0144,0.0027,0.006,0.0075,0.0848,0.125,0.202,0.332,0.468,0.266,0.0246,0.0367,0.064,122485.0,139212.0,155169.0,56867.0,132883.0,1720684107,507408649.0,5543912.0,65731916.0,97820398.0,35659438.0,39547730.0,144663050.0,,,,,,,,,,1848.1425,20896.3312,30802.375,49776.638000000006,81811.10800000001,115324.092,65547.454,9043.5773,6061.9074,15770.816
2009,NH,Northeast,Medicare Only,195199,165313,90169,75144,0.0134,0.108,0.759,0.12,0.534,0.466,0.968,0.0119,0.0049,0.0071,0.0004,0.0075,0.0076,0.0858,0.112,0.215,0.448,0.518,0.243,0.0294,0.0455,0.073,92587.0,108946.0,105187.0,38422.0,70698.0,1279575632,389950982.0,11873903.0,19733460.0,69990845.0,25118731.0,25004771.0,91046077.0,,,,,,,,,,1483.5124,16748.0742,21862.288,41967.784999999996,87449.152,101113.08200000001,47433.356999999996,8881.5545,5738.8506,14249.526999999998
2009,NJ,Northeast,Medicare Only,1157191,921019,521317,399702,0.0082,0.0879,0.763,0.141,0.556,0.444,0.82,0.0914,0.0235,0.0532,0.0003,0.0112,0.0093,0.0958,0.176,0.286,0.527,0.604,0.378,0.0434,0.0471,0.166,609827.0,650520.0,753059.0,218794.0,474150.0,10694024092,3127528402.0,90525250.0,294441060.0,694250837.0,385068499.0,140792050.0,729746840.0,,,,,,,,,,10761.8763,110858.89779999999,203665.61599999998,330956.626,609839.657,698943.364,437418.198,54503.6961,50222.089400000004,192093.706
2009,NM,Southwest,Medicare Only,252168,168536,85917,82619,0.01,0.114,0.768,0.109,0.512,0.488,0.677,0.0147,0.0061,0.259,0.0368,0.0068,0.007,0.0484,0.116,0.208,0.337,0.438,0.226,0.0269,0.042,0.0617,89432.0,101146.0,110368.0,43035.0,118587.0,1625055362,355270338.0,5633131.0,36471881.0,72128101.0,32195484.0,36398793.0,118918549.0,,,,,,,,,,1765.176,12204.931199999999,29251.488,52450.943999999996,84980.61600000001,110449.584,56989.968,10591.056,6783.3192,15558.765599999999
2009,NV,West,Medicare Only,318388,194685,97381,97304,0.0105,0.103,0.799,0.0878,0.505,0.495,0.808,0.0611,0.0385,0.0709,0.0059,0.0153,0.0065,0.0598,0.108,0.211,0.397,0.472,0.251,0.0348,0.0406,0.0838,109301.0,124675.0,135724.0,46930.0,142568.0,2569136238,502462867.0,16125585.0,51013944.0,125897447.0,72571154.0,42453772.0,157285699.0,,,,,,,,,,2069.522,19039.6024,34385.904,67179.868,126400.03600000001,150279.136,79915.388,12926.5528,11079.902399999999,26680.9144
2009,NY,Northeast,Medicare Only,2315432,1434333,788154,646178,0.0074,0.103,0.754,0.135,0.545,0.455,0.809,0.0999,0.0204,0.0547,0.0011,0.0149,0.0082,0.0852,0.154,0.267,0.475,0.544,0.34,0.0361,0.0418,0.123,891094.0,981279.0,1097535.0,322554.0,981200.0,20003261712,4839432859.0,171321683.0,364144344.0,1029213394.0,562163368.0,205776675.0,1321251381.0,,,,,,,,,,18986.542400000002,197274.8064,356576.528,618220.344,1099830.2,1259595.0080000001,787246.88,96785.05759999999,83587.0952,284798.136
2009,OH,Midwest,Medicare Only,1641035,1086806,587385,499421,0.0083,0.0877,0.773,0.131,0.546,0.454,0.904,0.075,0.0057,0.0079,0.0002,0.0067,0.0091,0.0811,0.145,0.259,0.463,0.573,0.314,0.0368,0.0474,0.102,675819.0,756501.0,828915.0,310877.0,680739.0,13096529171,3030794081.0,79486519.0,258746843.0,565585140.0,230195857.0,212569202.0,802311682.0,,,,,,,,,,14933.418500000002,133087.93850000002,237950.07499999998,425028.065,759799.2050000001,940313.0549999999,515284.99,77785.059,60390.087999999996,167385.56999999998
2009,OK,Southwest,Medicare Only,506972,402192,215285,186907,0.0101,0.115,0.764,0.111,0.529,0.471,0.869,0.0433,0.005,0.0123,0.0653,0.0055,0.0089,0.0642,0.154,0.226,0.375,0.535,0.317,0.035,0.0388,0.0807,238495.0,272840.0,302976.0,114597.0,239335.0,3787119736,976928863.0,28966621.0,117581148.0,198070559.0,88493615.0,88614485.0,303508490.0,,,,,,,,,,4512.0508,32547.602399999996,78073.688,114575.672,190114.5,271230.02,160710.124,19670.513600000002,17744.02,40912.6404
2009,OR,West,Medicare Only,536045,284012,145634,138378,0.0067,0.087,0.769,0.137,0.528,0.472,0.946,0.0087,0.0129,0.0173,0.0064,0.0083,0.0074,0.0746,0.113,0.192,0.335,0.422,0.2,0.0272,0.0385,0.0612,152620.0,170073.0,195145.0,69180.0,288986.0,3720091917,626884018.0,6671290.0,65045250.0,125465743.0,44600053.0,48492038.0,283079539.0,,,,,,,,,,3966.733,39988.957,60573.085,102920.64,179575.075,226210.99,107209.0,20637.7325,14580.423999999999,32805.954
2009,PA,Northeast,Medicare Only,1962618,1099436,612542,486894,0.0068,0.0902,0.758,0.145,0.551,0.449,0.917,0.0592,0.007,0.0107,0.0002,0.0063,0.0102,0.0939,0.147,0.25,0.478,0.572,0.319,0.042,0.043,0.172,695711.0,739630.0,796366.0,288750.0,1032440.0,16932444656,3277957171.0,71965856.0,328774580.0,642290411.0,256786430.0,187617217.0,1301964447.0,,,,,,,,,,20018.7036,184289.8302,288504.84599999996,490654.5,938131.404,1122617.4959999998,626075.142,84392.574,82429.956,337570.296
2009,RI,Northeast,Medicare Only,148639,79098,43724,35374,0.008,0.104,0.736,0.152,0.551,0.449,0.931,0.0212,0.0073,0.0275,0.0012,0.0124,0.0091,0.089,0.131,0.224,0.482,0.569,0.29,0.0344,0.0299,0.16,48068.0,53205.0,59002.0,17896.0,82148.0,1195987483,234386236.0,7897997.0,15013979.0,43613480.0,21452831.0,9851610.0,89507895.0,,,,,,,,,,1352.6149,13228.871,19471.709000000003,33295.136,71643.99799999999,84575.59099999999,43105.31,4444.3061,5113.1816,23782.24
2009,SC,Southeast,Medicare Only,634870,520449,280734,239715,0.0091,0.135,0.759,0.0971,0.532,0.468,0.807,0.176,0.0041,0.0069,0.0005,0.0051,0.0073,0.0711,0.121,0.254,0.469,0.579,0.271,0.0353,0.0374,0.0782,333093.0,369329.0,428386.0,153885.0,258713.0,4721871548,1304783462.0,24857082.0,159370402.0,284310266.0,135480025.0,115828371.0,380296084.0,,,,,,,,,,4634.551,45139.257,76819.27,161256.98,297754.02999999997,367589.73,172049.77000000002,23744.138000000003,22410.911,49646.834
